Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) creator,(case) variant,(case) variant-index,concept:name,defectFixed,defectType,lifecycle:transition,numberRepairs,org:resource,phoneType
525,Test Repair,Tester5,1970/01/12 03:23:00.000,1970/01/12 03:32:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Test Repair,false,,complete,1,Tester5,
525,Restart Repair,System,1970/01/12 03:40:00.000,1970/01/12 03:40:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Restart Repair,,,complete,,System,
525,Repair (Simple),SolverS1,1970/01/12 03:40:00.000,1970/01/12 03:47:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Repair (Simple),,,complete,,SolverS1,
525,Test Repair,Tester5,1970/01/12 03:47:00.000,1970/01/12 03:52:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Test Repair,false,,complete,2,Tester5,
525,Inform User,System,1970/01/12 03:54:00.000,1970/01/12 03:54:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Inform User,,,complete,,System,
525,Restart Repair,System,1970/01/12 04:02:00.000,1970/01/12 04:02:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Restart Repair,,,complete,,System,
525,Repair (Simple),SolverS1,1970/01/12 04:02:00.000,1970/01/12 04:09:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Repair (Simple),,,complete,,SolverS1,
525,Test Repair,Tester2,1970/01/12 04:09:00.000,1970/01/12 04:15:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Test Repair,false,,complete,3,Tester2,
525,Archive Repair,System,1970/01/12 04:21:00.000,1970/01/12 04:21:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Archive Repair,false,,complete,3,System,
525,End,End,1970/01/12 04:21:00.000,1970/01/12 04:21:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,End,End,End,complete,End,End,End
526,Register,System,1970/01/12 16:28:00.000,1970/01/12 16:28:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Register,,,complete,,System,
526,Analyze Defect,Tester5,1970/01/12 16:28:00.000,1970/01/12 16:33:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Analyze Defect,,10,complete,,Tester5,T3
526,Inform User,System,1970/01/12 16:51:00.000,1970/01/12 16:51:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Inform User,,,complete,,System,
526,Repair (Complex),SolverC2,1970/01/12 16:54:00.000,1970/01/12 17:07:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Repair (Complex),,,complete,,SolverC2,
526,Test Repair,Tester1,1970/01/12 17:07:00.000,1970/01/12 17:12:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Test Repair,true,,complete,0,Tester1,
526,Archive Repair,System,1970/01/12 17:19:00.000,1970/01/12 17:19:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Archive Repair,true,,complete,0,System,
526,End,End,1970/01/12 17:19:00.000,1970/01/12 17:19:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,End,End,End,complete,End,End,End
527,Register,System,1970/01/12 14:55:00.000,1970/01/12 14:55:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
527,Analyze Defect,Tester1,1970/01/12 14:55:00.000,1970/01/12 15:01:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,5,complete,,Tester1,T3
527,Repair (Complex),SolverC1,1970/01/12 15:29:00.000,1970/01/12 15:45:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC1,
527,Inform User,System,1970/01/12 15:43:00.000,1970/01/12 15:43:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
527,Test Repair,Tester6,1970/01/12 15:45:00.000,1970/01/12 15:52:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester6,
527,Archive Repair,System,1970/01/12 15:59:00.000,1970/01/12 15:59:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
527,End,End,1970/01/12 15:59:00.000,1970/01/12 15:59:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
528,Register,System,1970/01/12 18:46:00.000,1970/01/12 18:46:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
528,Analyze Defect,Tester4,1970/01/12 18:46:00.000,1970/01/12 18:51:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,8,complete,,Tester4,T1
528,Repair (Complex),SolverC1,1970/01/12 19:06:00.000,1970/01/12 19:24:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC1,
528,Test Repair,Tester4,1970/01/12 19:24:00.000,1970/01/12 19:29:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester4,
528,Inform User,System,1970/01/12 19:37:00.000,1970/01/12 19:37:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
528,Archive Repair,System,1970/01/12 19:37:00.000,1970/01/12 19:37:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
528,End,End,1970/01/12 19:37:00.000,1970/01/12 19:37:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
529,Register,System,1970/01/13 06:01:00.000,1970/01/13 06:01:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
529,Analyze Defect,Tester2,1970/01/13 06:01:00.000,1970/01/13 06:11:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,9,complete,,Tester2,T1
529,Repair (Complex),SolverC2,1970/01/13 06:31:00.000,1970/01/13 06:42:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC2,
529,Test Repair,Tester2,1970/01/13 06:42:00.000,1970/01/13 06:48:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester2,
529,Inform User,System,1970/01/13 06:50:00.000,1970/01/13 06:50:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
529,Archive Repair,System,1970/01/13 06:54:00.000,1970/01/13 06:54:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
529,End,End,1970/01/13 06:54:00.000,1970/01/13 06:54:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
53,Register,System,1970/01/02 18:06:00.000,1970/01/02 18:06:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
53,Analyze Defect,Tester3,1970/01/02 18:06:00.000,1970/01/02 18:12:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,8,complete,,Tester3,T2
53,Repair (Complex),SolverC1,1970/01/02 18:25:00.000,1970/01/02 18:44:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC1,
53,Test Repair,Tester3,1970/01/02 18:44:00.000,1970/01/02 18:52:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester3,
53,Inform User,System,1970/01/02 19:02:00.000,1970/01/02 19:02:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
53,Archive Repair,System,1970/01/02 19:02:00.000,1970/01/02 19:02:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
53,End,End,1970/01/02 19:02:00.000,1970/01/02 19:02:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
530,Register,System,1970/01/12 02:47:00.000,1970/01/12 02:47:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Register,,,complete,,System,
530,Analyze Defect,Tester6,1970/01/12 02:47:00.000,1970/01/12 02:57:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Analyze Defect,,4,complete,,Tester6,T2
530,Repair (Simple),SolverS3,1970/01/12 03:01:00.000,1970/01/12 03:15:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Repair (Simple),,,complete,,SolverS3,
530,Test Repair,Tester2,1970/01/12 03:15:00.000,1970/01/12 03:25:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Test Repair,true,,complete,1,Tester2,
530,Inform User,System,1970/01/12 03:40:00.000,1970/01/12 03:40:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Inform User,,,complete,,System,
530,Archive Repair,System,1970/01/12 03:40:00.000,1970/01/12 03:40:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Archive Repair,true,,complete,1,System,
530,End,End,1970/01/12 03:40:00.000,1970/01/12 03:40:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,End,End,complete,End,End,End
531,Register,System,1970/01/13 04:59:00.000,1970/01/13 04:59:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Register,,,complete,,System,
531,Analyze Defect,Tester5,1970/01/13 04:59:00.000,1970/01/13 05:09:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Analyze Defect,,4,complete,,Tester5,T3
531,Repair (Simple),SolverS1,1970/01/13 05:16:00.000,1970/01/13 05:22:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Repair (Simple),,,complete,,SolverS1,
531,Test Repair,Tester5,1970/01/13 05:22:00.000,1970/01/13 05:28:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Test Repair,false,,complete,1,Tester5,
531,Restart Repair,System,1970/01/13 05:34:00.000,1970/01/13 05:34:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Restart Repair,,,complete,,System,
531,Repair (Simple),SolverS2,1970/01/13 05:34:00.000,1970/01/13 05:43:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Repair (Simple),,,complete,,SolverS2,
531,Test Repair,Tester3,1970/01/13 05:43:00.000,1970/01/13 05:49:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Test Repair,true,,complete,2,Tester3,
531,Inform User,System,1970/01/13 05:49:00.000,1970/01/13 05:49:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Inform User,,,complete,,System,
531,Archive Repair,System,1970/01/13 05:58:00.000,1970/01/13 05:58:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,Archive Repair,true,,complete,2,System,
531,End,End,1970/01/13 05:58:00.000,1970/01/13 05:58:00.000,Variant 11,11,Fluxicon Disco,Variant 11,11,End,End,End,complete,End,End,End
532,Register,System,1970/01/12 21:57:00.000,1970/01/12 21:57:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Register,,,complete,,System,
532,Analyze Defect,Tester2,1970/01/12 21:57:00.000,1970/01/12 22:07:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Analyze Defect,,1,complete,,Tester2,T1
532,Repair (Simple),SolverS2,1970/01/12 22:18:00.000,1970/01/12 22:30:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Repair (Simple),,,complete,,SolverS2,
532,Inform User,System,1970/01/12 22:25:00.000,1970/01/12 22:25:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Inform User,,,complete,,System,
532,Test Repair,Tester3,1970/01/12 22:30:00.000,1970/01/12 22:36:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Test Repair,true,,complete,1,Tester3,
532,Archive Repair,System,1970/01/12 22:44:00.000,1970/01/12 22:44:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Archive Repair,true,,complete,1,System,
532,End,End,1970/01/12 22:44:00.000,1970/01/12 22:44:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,End,End,End,complete,End,End,End
533,Register,System,1970/01/12 07:14:00.000,1970/01/12 07:14:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
533,Analyze Defect,Tester5,1970/01/12 07:14:00.000,1970/01/12 07:22:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,10,complete,,Tester5,T1
533,Repair (Complex),SolverC1,1970/01/12 07:25:00.000,1970/01/12 07:42:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC1,
533,Test Repair,Tester5,1970/01/12 07:42:00.000,1970/01/12 07:51:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester5,
533,Inform User,System,1970/01/12 07:55:00.000,1970/01/12 07:55:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
533,Archive Repair,System,1970/01/12 08:01:00.000,1970/01/12 08:01:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
533,End,End,1970/01/12 08:01:00.000,1970/01/12 08:01:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
534,Register,System,1970/01/13 10:10:00.000,1970/01/13 10:10:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Register,,,complete,,System,
534,Analyze Defect,Tester4,1970/01/13 10:10:00.000,1970/01/13 10:20:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Analyze Defect,,1,complete,,Tester4,T1
534,Repair (Simple),SolverS1,1970/01/13 10:27:00.000,1970/01/13 10:34:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Repair (Simple),,,complete,,SolverS1,
534,Test Repair,Tester6,1970/01/13 10:34:00.000,1970/01/13 10:42:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Test Repair,false,,complete,1,Tester6,
534,Restart Repair,System,1970/01/13 10:52:00.000,1970/01/13 10:52:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Restart Repair,,,complete,,System,
534,Repair (Simple),SolverS3,1970/01/13 10:52:00.000,1970/01/13 11:09:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Repair (Simple),,,complete,,SolverS3,
534,Inform User,System,1970/01/13 11:02:00.000,1970/01/13 11:02:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Inform User,,,complete,,System,
534,Test Repair,Tester3,1970/01/13 11:09:00.000,1970/01/13 11:17:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Test Repair,true,,complete,2,Tester3,
534,Archive Repair,System,1970/01/13 11:24:00.000,1970/01/13 11:24:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Archive Repair,true,,complete,2,System,
534,End,End,1970/01/13 11:24:00.000,1970/01/13 11:24:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,End,End,End,complete,End,End,End
535,Register,System,1970/01/12 03:32:00.000,1970/01/12 03:32:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
535,Analyze Defect,Tester1,1970/01/12 03:32:00.000,1970/01/12 03:37:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,9,complete,,Tester1,T2
535,Repair (Complex),SolverC1,1970/01/12 04:04:00.000,1970/01/12 04:16:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC1,
535,Test Repair,Tester1,1970/01/12 04:16:00.000,1970/01/12 04:25:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester1,
535,Inform User,System,1970/01/12 04:18:00.000,1970/01/12 04:18:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
535,Archive Repair,System,1970/01/12 04:33:00.000,1970/01/12 04:33:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
535,End,End,1970/01/12 04:33:00.000,1970/01/12 04:33:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
536,Register,System,1970/01/12 13:45:00.000,1970/01/12 13:45:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
536,Analyze Defect,Tester3,1970/01/12 13:45:00.000,1970/01/12 13:53:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,10,complete,,Tester3,T1
536,Repair (Complex),SolverC2,1970/01/12 13:59:00.000,1970/01/12 14:17:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC2,
536,Inform User,System,1970/01/12 14:16:00.000,1970/01/12 14:16:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
536,Test Repair,Tester5,1970/01/12 14:17:00.000,1970/01/12 14:25:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester5,
536,Archive Repair,System,1970/01/12 14:30:00.000,1970/01/12 14:30:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
536,End,End,1970/01/12 14:30:00.000,1970/01/12 14:30:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
537,Register,System,1970/01/13 08:17:00.000,1970/01/13 08:17:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Register,,,complete,,System,
537,Analyze Defect,Tester4,1970/01/13 08:17:00.000,1970/01/13 08:23:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Analyze Defect,,10,complete,,Tester4,T2
537,Inform User,System,1970/01/13 08:44:00.000,1970/01/13 08:44:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Inform User,,,complete,,System,
537,Repair (Complex),SolverC3,1970/01/13 08:48:00.000,1970/01/13 09:30:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Repair (Complex),,,complete,,SolverC3,
537,Test Repair,Tester5,1970/01/13 09:30:00.000,1970/01/13 09:39:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Test Repair,true,,complete,0,Tester5,
537,Archive Repair,System,1970/01/13 09:45:00.000,1970/01/13 09:45:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Archive Repair,true,,complete,0,System,
537,End,End,1970/01/13 09:45:00.000,1970/01/13 09:45:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,End,End,End,complete,End,End,End
538,Register,System,1970/01/13 08:34:00.000,1970/01/13 08:34:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
538,Analyze Defect,Tester6,1970/01/13 08:34:00.000,1970/01/13 08:42:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,7,complete,,Tester6,T2
538,Repair (Complex),SolverC1,1970/01/13 08:59:00.000,1970/01/13 09:09:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC1,
538,Inform User,System,1970/01/13 09:01:00.000,1970/01/13 09:01:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
538,Test Repair,Tester1,1970/01/13 09:09:00.000,1970/01/13 09:18:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester1,
538,Archive Repair,System,1970/01/13 09:26:00.000,1970/01/13 09:26:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
538,End,End,1970/01/13 09:26:00.000,1970/01/13 09:26:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
539,Register,System,1970/01/12 07:03:00.000,1970/01/12 07:03:00.000,Variant 15,15,Fluxicon Disco,Variant 15,15,Register,,,complete,,System,
539,Analyze Defect,Tester3,1970/01/12 07:03:00.000,1970/01/12 07:13:00.000,Variant 15,15,Fluxicon Disco,Variant 15,15,Analyze Defect,,10,complete,,Tester3,T1
539,Repair (Complex),SolverC2,1970/01/12 07:19:00.000,1970/01/12 07:32:00.000,Variant 15,15,Fluxicon Disco,Variant 15,15,Repair (Complex),,,complete,,SolverC2,
539,Inform User,System,1970/01/12 07:31:00.000,1970/01/12 07:31:00.000,Variant 15,15,Fluxicon Disco,Variant 15,15,Inform User,,,complete,,System,
539,Test Repair,Tester4,1970/01/12 07:32:00.000,1970/01/12 07:38:00.000,Variant 15,15,Fluxicon Disco,Variant 15,15,Test Repair,false,,complete,0,Tester4,
539,Restart Repair,System,1970/01/12 07:45:00.000,1970/01/12 07:45:00.000,Variant 15,15,Fluxicon Disco,Variant 15,15,Restart Repair,,,complete,,System,
539,Repair (Complex),SolverC3,1970/01/12 07:45:00.000,1970/01/12 08:32:00.000,Variant 15,15,Fluxicon Disco,Variant 15,15,Repair (Complex),,,complete,,SolverC3,
539,Test Repair,Tester1,1970/01/12 08:32:00.000,1970/01/12 08:40:00.000,Variant 15,15,Fluxicon Disco,Variant 15,15,Test Repair,true,,complete,0,Tester1,
539,Archive Repair,System,1970/01/12 08:46:00.000,1970/01/12 08:46:00.000,Variant 15,15,Fluxicon Disco,Variant 15,15,Archive Repair,true,,complete,0,System,
539,End,End,1970/01/12 08:46:00.000,1970/01/12 08:46:00.000,Variant 15,15,Fluxicon Disco,Variant 15,15,End,End,End,complete,End,End,End
54,Register,System,1970/01/03 06:17:00.000,1970/01/03 06:17:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
54,Analyze Defect,Tester4,1970/01/03 06:17:00.000,1970/01/03 06:24:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,9,complete,,Tester4,T2
54,Repair (Complex),SolverC3,1970/01/03 06:29:00.000,1970/01/03 07:14:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC3,
54,Inform User,System,1970/01/03 06:49:00.000,1970/01/03 06:49:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
54,Test Repair,Tester5,1970/01/03 07:14:00.000,1970/01/03 07:23:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester5,
54,Archive Repair,System,1970/01/03 07:28:00.000,1970/01/03 07:28:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
54,End,End,1970/01/03 07:28:00.000,1970/01/03 07:28:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
540,Register,System,1970/01/13 16:07:00.000,1970/01/13 16:07:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
540,Analyze Defect,Tester3,1970/01/13 16:07:00.000,1970/01/13 16:12:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,10,complete,,Tester3,T2
540,Repair (Complex),SolverC3,1970/01/13 16:20:00.000,1970/01/13 17:03:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC3,
540,Inform User,System,1970/01/13 16:58:00.000,1970/01/13 16:58:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
540,Test Repair,Tester1,1970/01/13 17:03:00.000,1970/01/13 17:11:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester1,
540,Archive Repair,System,1970/01/13 17:16:00.000,1970/01/13 17:16:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
540,End,End,1970/01/13 17:16:00.000,1970/01/13 17:16:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
541,Register,System,1970/01/13 07:22:00.000,1970/01/13 07:22:00.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Register,,,complete,,System,
541,Analyze Defect,Tester4,1970/01/13 07:22:00.000,1970/01/13 07:30:00.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Analyze Defect,,3,complete,,Tester4,T1
541,Repair (Simple),SolverS2,1970/01/13 07:56:00.000,1970/01/13 08:08:00.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Repair (Simple),,,complete,,SolverS2,
541,Test Repair,Tester1,1970/01/13 08:08:00.000,1970/01/13 08:14:00.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Test Repair,false,,complete,1,Tester1,
541,Inform User,System,1970/01/13 08:17:00.000,1970/01/13 08:17:00.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Inform User,,,complete,,System,
541,Restart Repair,System,1970/01/13 08:23:00.000,1970/01/13 08:23:00.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Restart Repair,,,complete,,System,
